4 -4.50576 4.50576 2.0515e-05
16 434.561 439.067 6.9098e-05
64 512.332 77.7713 8.4261e-05
256 821.957 309.625 0.000113456
1024 1006.58 184.625 0.000212613
4096 994.734 11.8482 0.000628252
16384 1020.61 25.878 0.00213696
65536 1025.2 4.587 0.00786857
262144 1028.28 3.08335 0.0363477
1048576 1023.75 4.53036 0.127304
4194304 1024.27 0.513331 0.491863
16777216 1023.64 0.629486 2.06818
67108864 1023.98 0.340539 7.82342
268435456 1024.03 0.0488687 30.9579
