2 0.323218
2 0.323218
2 0.323218
2 0.323218
2 0.323218
2 0.323218
2 0.323218
2 0.323218
2 0.323218
2 0.323218
4 0.0926746
4 0.0926746
4 0.0926746
4 0.0926746
4 0.0926746
4 0.0926746
4 0.0926746
4 0.0926746
4 0.0926746
4 0.0926746
8 0.0443948
8 0.0443948
8 0.0443948
8 0.0443948
8 0.0443948
8 0.0443948
8 0.0443948
8 0.0443948
8 0.0443948
8 0.0443948
16 0.087812
16 0.087812
16 0.087812
16 0.087812
16 0.087812
16 0.087812
16 0.087812
16 0.087812
16 0.087812
16 0.087812
32 0.0260058
32 0.0260058
32 0.0260058
32 0.0260058
32 0.0260058
32 0.0260058
32 0.0260058
32 0.0260058
32 0.0260058
32 0.0260058
64 0.0152768
64 0.0152768
64 0.0152768
64 0.0152768
64 0.0152768
64 0.0152768
64 0.0152768
64 0.0152768
64 0.0152768
64 0.0152768
128 0.0174625
128 0.0174625
128 0.0174625
128 0.0174625
128 0.0174625
128 0.0174625
128 0.0174625
128 0.0174625
128 0.0174625
128 0.0174625
256 0.00680285
256 0.00680285
256 0.00680285
256 0.00680285
256 0.00680285
256 0.00680285
256 0.00680285
256 0.00680285
256 0.00680285
256 0.00680285
512 0.00387921
512 0.00387921
512 0.00387921
512 0.00387921
512 0.00387921
512 0.00387921
512 0.00387921
512 0.00387921
512 0.00387921
512 0.00387921
1024 0.00235705
1024 0.00235705
1024 0.00235705
1024 0.00235705
1024 0.00235705
1024 0.00235705
1024 0.00235705
1024 0.00235705
1024 0.00235705
1024 0.00235705
2048 0.00153232
2048 0.00153232
2048 0.00153232
2048 0.00153232
2048 0.00153232
2048 0.00153232
2048 0.00153232
2048 0.00153232
2048 0.00153232
2048 0.00153232
4096 0.00157809
4096 0.00157809
4096 0.00157809
4096 0.00157809
4096 0.00157809
4096 0.00157809
4096 0.00157809
4096 0.00157809
4096 0.00157809
4096 0.00157809
8192 0.00196773
8192 0.00196773
8192 0.00196773
8192 0.00196773
8192 0.00196773
8192 0.00196773
8192 0.00196773
8192 0.00196773
8192 0.00196773
8192 0.00196773
