Thread 0 is working 
Thread 1 is working 
Thread 3 is working 
Thread 2 is working 
10 608.408 0.0129856 4
100 1184.08 0.00257244 4
1000 1164.36 0.0162969 4
10000 1067.8 0.00229937 4
100000 1018.14 0.00479873 4
1000000 1021.96 0.0470217 4
10000000 1023.87 0.461724 4
100000000 1023.88 4.93132 4
1000000000 1023.87 44.0962 4
