1000000 0.675499 1
1000000 0.669876 1
1000000 0.674076 1
1000000 0.672481 1
1000000 0.673335 1
1000000 0.674059 1
1000000 0.672997 1
1000000 0.673011 1
1000000 0.673642 1
1000000 0.67203 1
1000000 0.689995 1
1000000 0.673174 1
1000000 0.674976 1
1000000 0.673328 1
1000000 0.673797 1
1000000 0.67355 1
1000000 0.697216 1
1000000 0.673236 1
1000000 0.67183 1
1000000 0.679073 1
1000000 0.672778 1
1000000 0.674499 1
1000000 0.675301 1
1000000 0.672414 1
1000000 0.677661 1
1000000 0.674299 1
1000000 0.673415 1
1000000 0.67466 1
1000000 0.674207 1
1000000 0.673898 1
1000000 0.673898 1
1000000 0.689313 1
1000000 0.673514 1
1000000 0.675764 1
1000000 0.675087 1
1000000 0.688601 1
1000000 0.677983 1
1000000 0.693181 1
1000000 0.674731 1
1000000 0.679291 1
1000000 0.678304 1
1000000 0.675798 1
1000000 0.677616 1
1000000 0.676869 1
1000000 0.678467 1
1000000 0.677453 1
1000000 0.680879 1
1000000 0.685371 1
1000000 0.675815 1
1000000 0.675981 1
1000000 0.678006 1
1000000 0.677972 1
1000000 0.677576 1
1000000 0.680338 1
1000000 0.677057 1
1000000 0.700987 1
1000000 0.683607 1
1000000 0.678424 1
1000000 0.678658 1
1000000 0.677685 1
1000000 0.685373 1
1000000 0.679088 1
1000000 0.679588 1
1000000 0.686784 1
1000000 0.678816 1
1000000 0.67939 1
1000000 0.679892 1
1000000 0.679071 1
1000000 0.680072 1
1000000 0.679939 1
1000000 0.68226 1
1000000 0.68177 1
1000000 0.690985 1
1000000 0.691563 1
1000000 0.680937 1
1000000 0.687543 1
1000000 0.678988 1
1000000 0.679616 1
1000000 0.681943 1
1000000 0.681752 1
1000000 0.682365 1
1000000 0.696433 1
1000000 0.671696 1
1000000 0.671524 1
1000000 0.670743 1
1000000 0.672917 1
1000000 0.672615 1
1000000 0.673154 1
1000000 0.681041 1
1000000 0.670261 1
1000000 0.671687 1
1000000 0.671687 1
1000000 0.673152 1
1000000 0.672049 1
1000000 0.673785 1
1000000 0.673553 1
1000000 0.671495 1
1000000 0.675847 1
1000000 0.672038 1
1000000 0.673208 1
1000000 0.464219 2
1000000 0.462223 2
1000000 0.461258 2
1000000 0.467551 2
1000000 0.458825 2
1000000 0.461649 2
1000000 0.465236 2
1000000 0.463374 2
1000000 0.453999 2
1000000 0.464746 2
1000000 0.461681 2
1000000 0.460044 2
1000000 0.466488 2
1000000 0.462771 2
1000000 0.458488 2
1000000 0.465835 2
1000000 0.458918 2
1000000 0.458425 2
1000000 0.4662 2
1000000 0.456223 2
1000000 0.460191 2
1000000 0.461537 2
1000000 0.458065 2
1000000 0.466818 2
1000000 0.458377 2
1000000 0.45865 2
1000000 0.464193 2
1000000 0.462403 2
1000000 0.447321 2
1000000 0.458913 2
1000000 0.458416 2
1000000 0.459905 2
1000000 0.462219 2
1000000 0.456459 2
1000000 0.469608 2
1000000 0.463788 2
1000000 0.458095 2
1000000 0.458475 2
1000000 0.463767 2
1000000 0.457244 2
1000000 0.470746 2
1000000 0.455885 2
1000000 0.472795 2
1000000 0.454242 2
1000000 0.463381 2
1000000 0.45753 2
1000000 0.463916 2
1000000 0.463439 2
1000000 0.458671 2
1000000 0.468324 2
1000000 0.457392 2
1000000 0.45994 2
1000000 0.45607 2
1000000 0.472342 2
1000000 0.461883 2
1000000 0.453494 2
1000000 0.459919 2
1000000 0.462352 2
1000000 0.459195 2
1000000 0.460454 2
1000000 0.463489 2
1000000 0.458862 2
1000000 0.464101 2
1000000 0.456334 2
1000000 0.456387 2
1000000 0.462856 2
1000000 0.460902 2
1000000 0.458296 2
1000000 0.458197 2
1000000 0.465057 2
1000000 0.456795 2
1000000 0.464124 2
1000000 0.467148 2
1000000 0.458966 2
