4 1.11943e-26 1.11943e-26
16 3.68014e-20 3.68014e-20
64 2.17335e-14 2.17334e-14
256 1.15932e-13 9.41982e-14
1024 2.20134e-10 2.20018e-10
4096 5.50711e-11 1.65063e-10
16384 1.39185e-11 4.11526e-11
65536 1.81994e-10 1.68075e-10
262144 6.60697e-11 1.15924e-10
1048576 7.00052e-11 3.93553e-12
4194304 4.1908e-11 2.80972e-11
16777216 4.44346e-11 2.52666e-12
67108864 3.62395e-11 8.19511e-12
268435456 3.23916e-11 3.84788e-12
1073741824 3.09811e-11 1.41055e-12
4294967296 7.74527e-12 2.32358e-11
17179869176 9.64189e-12 1.89662e-12
17179869176 412.925 64
