10 2075.22 1051.22
100 1163.74 139.742
1000 1159.43 135.431
10000 1027.39 3.39305
100000 1020.56 3.44369
1000000 1024.54 0.540592
10000000 1023.99 0.0071901
100000000 1023.97 0.0303173
1000000000 1024.18 0.17969
10000000000 1023.99 0.0119136
