PID IS 6843
COMMAND
firefox
1568321840 4.6
1568321841 4.6
1568321842 4.6
1568321843 4.6
1568321844 4.6
1568321845 4.6
1568321846 4.6
1568321847 4.6
1568321849 4.6
1568321850 4.6
1568321851 4.6
1568321852 4.6
1568321853 4.6
1568321854 4.6
1568321855 4.6
1568321856 4.6
1568321857 4.6
1568321858 4.6
1568321859 4.6
1568321860 4.6
1568321861 4.6
1568321862 4.6
1568321863 4.6
1568321864 4.6
1568321865 4.5
1568321866 4.5
1568321867 4.5
1568321868 4.5
1568321869 4.5
1568321870 4.5
1568321871 4.5
1568321872 4.5
1568321873 4.5
1568321874 4.5
1568321875 4.5
1568321876 4.5
1568321877 4.5
1568321878 4.5
1568321879 4.5
1568321880 4.5
1568321881 4.5
1568321882 4.5
1568321883 4.5
1568321884 4.5
1568321885 4.5
1568321886 4.5
1568321887 4.5
1568321888 4.5
1568321889 4.5
1568321891 4.5
1568321892 4.5
1568321893 4.5
1568321894 4.5
1568321895 4.5
1568321896 4.5
1568321897 4.5
1568321898 4.5
1568321899 4.5
1568321900 4.5
1568321901 4.5
1568321902 4.5
1568321903 4.5
1568321904 4.5
1568321905 4.5
1568321906 4.5
1568321907 4.5
1568321908 4.5
1568321909 4.5
1568321910 4.5
1568321911 4.5
1568321912 4.5
1568321913 4.6
1568321914 4.6
1568321915 4.6
1568321916 4.6
1568321917 4.6
1568321918 4.6
1568321919 4.6
1568321920 4.6
1568321921 4.6
1568321922 4.6
1568321923 4.7
1568321924 4.7
1568321925 4.7
1568321926 4.7
1568321927 4.7
1568321928 4.8
1568321930 4.8
1568321931 4.8
1568321932 4.8
1568321933 4.8
1568321934 4.8
1568321935 4.9
1568321936 4.9
1568321937 4.9
1568321938 4.9
1568321939 4.9
1568321940 4.9
1568321941 4.9
1568321942 4.9
1568321943 4.9
1568321944 5.0
1568321945 5.0
1568321946 5.0
1568321947 5.0
1568321948 5.0
1568321949 5.0
1568321950 5.0
1568321951 5.1
1568321952 5.1
1568321953 5.1
1568321954 5.1
1568321955 5.1
1568321956 5.1
1568321957 5.2
1568321958 5.2
1568321959 5.2
1568321960 5.2
1568321961 5.2
1568321962 5.2
1568321963 5.3
1568321964 5.3
1568321965 5.3
1568321966 5.3
1568321967 5.3
1568321969 5.3
1568321970 5.3
1568321971 5.3
1568321972 5.3
1568321973 5.3
1568321974 5.3
1568321975 5.3
1568321976 5.4
1568321977 5.4
1568321978 5.4
1568321979 5.4
1568321980 5.4
1568321981 5.4
1568321982 5.4
1568321983 5.4
1568321984 5.4
1568321985 5.4
1568321986 5.4
1568321987 5.4
1568321988 5.4
1568321989 5.4
1568321990 5.4
1568321991 5.4
1568321992 5.4
1568321993 5.4
1568321994 5.4
1568321995 5.4
1568321996 5.4
1568321997 5.4
1568321999 5.4
