Test case...
f(1539.00000000000) = 0.55722395087
f(1540.00000000000) = 1.39482030784
f(1541.00000000000) = 0.95002530633
f(1542.00000000000) = -0.36821858056
f(1543.00000000000) = -1.34792400260
f(1544.00000000000) = -1.08835431293
f(1545.00000000000) = 0.17184331285
f(1546.00000000000) = 1.27404898929
f(1547.00000000000) = 1.20489990055
f(1548.00000000000) = 0.02797139993
f(1549.00000000000) = -1.17467387679
f(1550.00000000000) = -1.29732940848
f(1551.00000000000) = -0.22722626495
f(1552.00000000000) = 1.05178765867
f(1553.00000000000) = 1.36379285947
f(1554.00000000000) = 0.42193319473
f(1555.00000000000) = -0.90784990340
f(1556.00000000000) = -1.40295998711
f(1557.00000000000) = -0.60819512875
f(1558.00000000000) = 0.74574152614
f(1559.00000000000) = 1.41404686107
f(1560.00000000000) = 0.78228403314
f(1561.00000000000) = -0.56870712717
f(1562.00000000000) = -1.39683157749
f(1563.00000000000) = -0.94071551728
f(1564.00000000000) = 0.38029005118
f(1565.00000000000) = 1.35165870039
f(1566.00000000000) = 1.08031857395
f(1567.00000000000) = -0.18426146724
f(1568.00000000000) = -1.27943236521
f(1569.00000000000) = -1.19829904701
f(1570.00000000000) = -0.01545511123
f(1571.00000000000) = 1.18159818254
f(1572.00000000000) = 1.29229555650
f(1573.00000000000) = 0.21486235555
f(1574.00000000000) = -1.06011430421
f(1575.00000000000) = -1.36042676164
f(1576.00000000000) = -0.40996912835
f(1577.00000000000) = 0.91741223088
f(1578.00000000000) = 1.40132901590
f(1579.00000000000) = 0.59687036626
f(1580.00000000000) = -0.75634814551
f(1581.00000000000) = -1.41418366038
f(1582.00000000000) = -0.77182523974
f(1583.00000000000) = 0.58014574686
f(1584.00000000000) = 1.39873340928
f(1585.00000000000) = 0.93133202579
f(1586.00000000000) = -0.39233172715
f(1587.00000000000) = -1.35528749948
f(1588.00000000000) = -1.07219819502
f(1589.00000000000) = 0.19666518525
f(1590.00000000000) = 1.28471550116
f(1591.00000000000) = 1.19160431008
f(1592.00000000000) = 0.00293761167
f(1593.00000000000) = -1.18842991336
f(1594.00000000000) = -1.28716045677
f(1595.00000000000) = -0.20248161227
f(1596.00000000000) = 1.06835789276
f(1597.00000000000) = 1.35695407817
f(1598.00000000000) = 0.39797294203
f(1599.00000000000) = -0.92690268167
f(1600.00000000000) = -1.39958825447
f(1601.00000000000) = -0.58549884065
f(1602.00000000000) = 0.76689550710
f(1603.00000000000) = 1.41420966234
f(1604.00000000000) = 0.76130597599
f(1605.00000000000) = -0.59153891375
f(1606.00000000000) = -1.40052565420
f(1607.00000000000) = -0.92187556704
f(1608.00000000000) = 0.40434266502
f(1609.00000000000) = 1.35881011558
f(1610.00000000000) = 1.06399381235
f(1611.00000000000) = -0.20905349509
f(1612.00000000000) = -1.28989798325
f(1613.00000000000) = -1.18481621427
f(1614.00000000000) = 0.00958011804
f(1615.00000000000) = 1.19516853401
f(1616.00000000000) = 1.28192451161
f(1617.00000000000) = 0.19008500513
f(1618.00000000000) = -1.07651777844
f(1619.00000000000) = -1.35337508113
f(1620.00000000000) = -0.38594557564
f(1621.00000000000) = 0.93632051222
f(1622.00000000000) = 1.39773783921
f(1623.00000000000) = 0.57408144283
f(1624.00000000000) = -0.77738278457
f(1625.00000000000) = -1.41412486492
f(1626.00000000000) = -0.75072706603
f(1627.00000000000) = 0.60288573521
f(1628.00000000000) = 1.40220817185
f(1629.00000000000) = 0.91234688191
f(1630.00000000000) = -0.41632192376
f(1631.00000000000) = -1.36222627269
f(1632.00000000000) = -1.05570606874
f(1633.00000000000) = 0.22142542618
f(1634.00000000000) = 1.29497940542
f(1635.00000000000) = 1.17793529142
f(1636.00000000000) = -0.02209709718
f(1637.00000000000) = -1.20181351654
f(1638.00000000000) = -1.27658813124
f(1639.00000000000) = -0.17767350536
f(1640.00000000000) = 1.08459332196
f(1641.00000000000) = 1.34969005093
f(1642.00000000000) = 0.37388797149
f(1643.00000000000) = -0.94566498467
f(1644.00000000000) = -1.39577791508
f(1645.00000000000) = -0.56261906733
f(1646.00000000000) = 0.78780915627
f(1647.00000000000) = 1.41392927477
f(1648.00000000000) = 0.74008933871
f(1649.00000000000) = -0.61418532226
f(1650.00000000000) = -1.40378083040
f(1651.00000000000) = -0.90274671694
f(1652.00000000000) = 0.42826856485
f(1653.00000000000) = 1.36553570318
f(1654.00000000000) = 1.04733561350
f(1655.00000000000) = -0.23378000920
f(1656.00000000000) = -1.29995936957
f(1657.00000000000) = -1.17096208063
f(1658.00000000000) = 0.03461234507
f(1659.00000000000) = 1.20836434034
f(1660.00000000000) = 1.27115173375
f(1661.00000000000) = 0.16524808537
f(1662.00000000000) = -1.09258389062
f(1663.00000000000) = -1.34589927628
f(1664.00000000000) = -0.36180107426
f(1665.00000000000) = 0.95493536690
f(1666.00000000000) = 1.39370863565
f(1667.00000000000) = 0.55111261220
f(1668.00000000000) = -0.79817380532
f(1669.00000000000) = -1.41362290719
f(1670.00000000000) = -0.72939362745
f(1671.00000000000) = 0.62543678960
f(1672.00000000000) = 1.40524350664
f(1673.00000000000) = 0.89307582429
f(1674.00000000000) = -0.44018165229
f(1675.00000000000) = -1.36873814775
f(1676.00000000000) = -1.03888310243
f(1677.00000000000) = 0.24611627621
f(1678.00000000000) = 1.30483748553
f(1679.00000000000) = 1.16389712822
f(1680.00000000000) = -0.04712488119
f(1681.00000000000) = -1.21482049216
f(1682.00000000000) = -1.26561574507
f(1683.00000000000) = -0.15280971865
f(1684.00000000000) = 1.10048885838
f(1685.00000000000) = 1.34200305418
f(1686.00000000000) = 0.34968583093
f(1687.00000000000) = -0.96413093261
f(1688.00000000000) = -1.39153016303
f(1689.00000000000) = -0.53956297893
f(1690.00000000000) = 0.80847591968
f(1691.00000000000) = 1.41320578621
f(1692.00000000000) = 0.71864077023
f(1693.00000000000) = -0.63663925572
f(1694.00000000000) = -1.40659608597
f(1695.00000000000) = -0.88333496164
f(1696.00000000000) = 0.45206025272
f(1697.00000000000) = 1.37183335551
f(1698.00000000000) = 1.03034919777
f(1699.00000000000) = -0.25843326069
f(1700.00000000000) = -1.30961337111
f(1701.00000000000) = -1.15674098772
f(1702.00000000000) = 0.05963372520
f(1703.00000000000) = 1.22118146618
f(1704.00000000000) = 1.25998059892
f(1705.00000000000) = 0.14035937972
f(1706.00000000000) = -1.10830760590
f(1707.00000000000) = -1.33800168987
f(1708.00000000000) = -0.33754319069
f(1709.00000000000) = 0.97325096136
f(1710.00000000000) = 1.38924266791
f(1711.00000000000) = 0.52797107240
f(1712.00000000000) = -0.81871469220
f(1713.00000000000) = -1.41267794450
f(1714.00000000000) = -0.70783160952
f(1715.00000000000) = 0.64779184292
f(1716.00000000000) = 1.40783846242
f(1717.00000000000) = 0.87352489215
f(1718.00000000000) = -0.46390343549
f(1719.00000000000) = -1.37482108395
f(1720.00000000000) = -1.02173456813
f(1721.00000000000) = 0.27072999765
f(1722.00000000000) = 1.31428665213
f(1723.00000000000) = 1.14949421978
f(1724.00000000000) = -0.07213789707
f(1725.00000000000) = -1.22744676404
f(1726.00000000000) = -1.25424673681
f(1727.00000000000) = -0.12789804401
f(1728.00000000000) = 1.11603952062
f(1729.00000000000) = 1.33389549687
f(1730.00000000000) = 0.32537410488
f(1731.00000000000) = -0.98229473860
f(1732.00000000000) = -1.38684632950
f(1733.00000000000) = -0.51633780082
f(1734.00000000000) = 0.82888932071
f(1735.00000000000) = 1.41203942340
f(1736.00000000000) = 0.69696699217
f(1737.00000000000) = -0.65889367744
f(1738.00000000000) = -1.40897053865
f(1739.00000000000) = -0.86364638443
f(1740.00000000000) = 0.47571027273
f(1741.00000000000) = 1.37770109899
f(1742.00000000000) = 1.01303988844
f(1743.00000000000) = -0.28300552367
f(1744.00000000000) = -1.31885696246
f(1745.00000000000) = -1.14215739219
f(1746.00000000000) = 0.08463641714
f(1747.00000000000) = 1.23361589487
f(1748.00000000000) = 1.24841460797
f(1749.00000000000) = 0.11542668786
f(1750.00000000000) = -1.12368399675
f(1751.00000000000) = -1.32968479688
f(1752.00000000000) = -0.31317952691
f(1753.00000000000) = 0.99126155579
f(1754.00000000000) = 1.38434133554
f(1755.00000000000) = 0.50466407561
f(1756.00000000000) = -0.83899900806
f(1757.00000000000) = -1.41129027296
f(1758.00000000000) = -0.68604776940
f(1759.00000000000) = 0.66994388948
f(1760.00000000000) = 1.40999222597
f(1761.00000000000) = 0.85370021242
f(1762.00000000000) = -0.48747983939
f(1763.00000000000) = -1.38047317499
f(1764.00000000000) = -1.00426583989
f(1765.00000000000) = 0.29525887700
f(1766.00000000000) = 1.32332394403
f(1767.00000000000) = 1.13473107974
f(1768.00000000000) = -0.09712830618
f(1769.00000000000) = -1.23968837533
f(1770.00000000000) = -1.24248466932
f(1771.00000000000) = -0.10294628834
f(1772.00000000000) = 1.13124043537
f(1773.00000000000) = 1.32536991979
f(1774.00000000000) = 0.30096041221
f(1775.00000000000) = -1.00015071041
f(1776.00000000000) = -1.38172788231
f(1777.00000000000) = -0.49295081138
f(1778.00000000000) = 0.84904296217
f(1779.00000000000) = 1.41043055186
f(1780.00000000000) = 0.67507479670
f(1781.00000000000) = -0.68094161328
f(1782.00000000000) = -1.41090344434
f(1783.00000000000) = -0.84368715539
f(1784.00000000000) = 0.49921121336
f(1785.00000000000) = 1.38313709478
f(1786.00000000000) = 0.99541310992
f(1787.00000000000) = -0.30748909762
f(1788.00000000000) = -1.32768724686
f(1789.00000000000) = -1.12721586428
f(1790.00000000000) = 0.10961258549
f(1791.00000000000) = 1.24566372967
f(1792.00000000000) = 1.23645738546
f(1793.00000000000) = 0.09045782327
f(1794.00000000000) = -1.13870824447
f(1795.00000000000) = -1.32095120366
f(1796.00000000000) = -0.28871771809
f(1797.00000000000) = 1.00896150600
f(1798.00000000000) = 1.37900617454
f(1799.00000000000) = 0.48119892582
f(1800.00000000000) = -0.85902039614
f(1801.00000000000) = -1.40946032747
f(1802.00000000000) = -0.66404893378
f(1803.00000000000) = 0.69188598720
f(1804.00000000000) = 1.41170412235
f(1805.00000000000) = 0.83360799781
f(1806.00000000000) = -0.51090347553
f(1807.00000000000) = -1.38569264962
f(1808.00000000000) = -0.98648239210
f(1809.00000000000) = 0.31969522732
f(1810.00000000000) = 1.33194652910
f(1811.00000000000) = 1.11961233460
f(1812.00000000000) = -0.12208827697
f(1813.00000000000) = -1.25154148973
f(1814.00000000000) = -1.23033322862
f(1815.00000000000) = -0.07796227108
f(1816.00000000000) = 1.14608683894
f(1817.00000000000) = 1.31642899470
f(1818.00000000000) = 0.27645240375
f(1819.00000000000) = -1.01769325228
f(1820.00000000000) = -1.37617642550
f(1821.00000000000) = -0.46940933967
f(1822.00000000000) = 0.86893052825
f(1823.00000000000) = 1.40837967578
f(1824.00000000000) = 0.65297104447
f(1825.00000000000) = -0.70277615379
f(1826.00000000000) = -1.41239419728
f(1827.00000000000) = -0.82346352938
f(1828.00000000000) = 0.52255570984
f(1829.00000000000) = 1.38813963932
f(1830.00000000000) = 0.97747438614
f(1831.00000000000) = -0.33187630980
f(1832.00000000000) = -1.33610145704
f(1833.00000000000) = -1.11192108642
f(1834.00000000000) = 0.13455440316
f(1835.00000000000) = 1.25732119501
f(1836.00000000000) = 1.22411267860
f(1837.00000000000) = 0.06546061077
f(1838.00000000000) = -1.15337564071
f(1839.00000000000) = -1.31180364719
f(1840.00000000000) = -0.26416543013
f(1841.00000000000) = 1.02634526513
f(1842.00000000000) = 1.37323885686
f(1843.00000000000) = 0.45758297661
f(1844.00000000000) = -0.87877258208
f(1845.00000000000) = -1.40718868148
f(1846.00000000000) = -0.64184199671
f(1847.00000000000) = 0.71361125983
f(1848.00000000000) = 1.41297361507
f(1849.00000000000) = 0.81325454487
f(1850.00000000000) = -0.53416700336
f(1851.00000000000) = -1.39047787214
f(1852.00000000000) = -0.96838979779
f(1853.00000000000) = 0.34403139069
f(1854.00000000000) = 1.34015170515
f(1855.00000000000) = 1.10414272233
f(1856.00000000000) = -0.14700998739
f(1857.00000000000) = -1.26300239268
f(1858.00000000000) = -1.21779622277
f(1859.00000000000) = -0.05295382180
f(1860.00000000000) = 1.16057407872
f(1861.00000000000) = 1.30707552353
f(1862.00000000000) = 0.25185775989
f(1863.00000000000) = -1.03491686669
f(1864.00000000000) = -1.37019369880
f(1865.00000000000) = -0.44572076320
f(1866.00000000000) = 0.88854578653
f(1867.00000000000) = 1.40588743787
f(1868.00000000000) = 0.63066266241
f(1869.00000000000) = -0.72439045642
f(1870.00000000000) = -1.41344233031
f(1871.00000000000) = -0.80298184414
f(1872.00000000000) = 0.54573644639
f(1873.00000000000) = 1.39270716491
f(1874.00000000000) = 0.95922933880
f(1875.00000000000) = -0.35615951768
f(1876.00000000000) = -1.34409695612
f(1877.00000000000) = -1.09627785173
f(1878.00000000000) = 0.15945405380
f(1879.00000000000) = 1.26858463763
f(1880.00000000000) = 1.21138435599
f(1881.00000000000) = 0.04044288404
f(1882.00000000000) = -1.16768158898
f(1883.00000000000) = -1.30224499414
f(1884.00000000000) = -0.23953035729
f(1885.00000000000) = 1.04340738540
f(1886.00000000000) = 1.36704118987
f(1887.00000000000) = 0.43382362881
f(1888.00000000000) = -0.89824937590
f(1889.00000000000) = -1.40447604690
f(1890.00000000000) = -0.61943391745
f(1891.00000000000) = 0.73511289903
f(1892.00000000000) = 1.41380030629
f(1893.00000000000) = 0.79264623202
f(1894.00000000000) = -0.55726313249
f(1895.00000000000) = -1.39482734295
f(1896.00000000000) = -0.94999372687
f(1897.00000000000) = 0.36825974057
f(1898.00000000000) = 1.34793690085
f(1899.00000000000) = 1.08832709082
f(1900.00000000000) = -0.17188562743
f(1901.00000000000) = -1.27406749251
f(1902.00000000000) = -1.20487758064
f(1903.00000000000) = -0.02792877770
f(1904.00000000000) = 1.17469761465
f(1905.00000000000) = 1.29731243749
f(1906.00000000000) = 0.22718418816
f(1907.00000000000) = -1.05181615605
f(1908.00000000000) = -1.36378157709
f(1909.00000000000) = -0.42189250555
f(1910.00000000000) = 0.90788258993
f(1911.00000000000) = 1.40295461915
f(1912.00000000000) = 0.60815664158
f(1913.00000000000) = -0.74577774760
f(1914.00000000000) = -1.41404751496
f(1915.00000000000) = -0.78224851828
f(1916.00000000000) = 0.56874615858
f(1917.00000000000) = 1.39683824016
f(1918.00000000000) = 0.94068368558
f(1919.00000000000) = -0.38033111133
f(1920.00000000000) = -1.35167123847
f(1921.00000000000) = -1.08029106251
f(1922.00000000000) = 0.18430373430
f(1923.00000000000) = 1.27945052776
f(1924.00000000000) = 1.19827640648
f(1925.00000000000) = 0.01541248322
f(1926.00000000000) = -1.18162160604
f(1927.00000000000) = -1.29227824003
f(1928.00000000000) = -0.21482021979
f(1929.00000000000) = 1.06014251984
f(1930.00000000000) = 1.36041511582
f(1931.00000000000) = 0.40992832819
f(1932.00000000000) = -0.91744467389
f(1933.00000000000) = -1.40132327381
f(1934.00000000000) = -0.59683171832
f(1935.00000000000) = 0.75638416656
f(1936.00000000000) = 1.41418393696
f(1937.00000000000) = 0.77178951756
f(1938.00000000000) = -0.58018462500
f(1939.00000000000) = -1.39873969898
f(1940.00000000000) = -0.93129994435
f(1941.00000000000) = 0.39237268422
f(1942.00000000000) = 1.35529967643
f(1943.00000000000) = 1.07217039642
f(1944.00000000000) = -0.19670740149
f(1945.00000000000) = -1.28473332163
f(1946.00000000000) = -1.19158135072
f(1947.00000000000) = -0.00289498121
f(1948.00000000000) = 1.18845302067
f(1949.00000000000) = 1.28714279618
f(1950.00000000000) = 0.20243942084
f(1951.00000000000) = -1.06838582442
f(1952.00000000000) = -1.35694206982
f(1953.00000000000) = -0.39793203409
f(1954.00000000000) = 0.92693487863
f(1955.00000000000) = 1.39958213871
f(1956.00000000000) = 0.58546003497
f(1957.00000000000) = -0.76693132494
f(1958.00000000000) = -1.41420956158
f(1959.00000000000) = -0.76127004927
f(1960.00000000000) = 0.59157763556
f(1961.00000000000) = 1.40053157046
f(1962.00000000000) = 0.92184323836
f(1963.00000000000) = -0.40438351579
f(1964.00000000000) = -1.35882193043
f(1965.00000000000) = -1.06396572876
f(1966.00000000000) = 0.20909565720
f(1967.00000000000) = 1.28991546023
f(1968.00000000000) = 1.18479293787
f(1969.00000000000) = -0.00962274761
f(1970.00000000000) = -1.19519132332
f(1971.00000000000) = -1.28190650827
f(1972.00000000000) = -0.19004276134
f(1973.00000000000) = 1.07654542395
f(1974.00000000000) = 1.35336271120
f(1975.00000000000) = 0.38590456312
f(1976.00000000000) = -0.93635246060
f(1977.00000000000) = -1.39773135025
f(1978.00000000000) = -0.57404248246
f(1979.00000000000) = 0.77741839638
f(1980.00000000000) = 1.41412438683
f(1981.00000000000) = 0.75069093760
f(1982.00000000000) = -0.60292429767
f(1983.00000000000) = -1.40221371419
f(1984.00000000000) = -0.91231430852
f(1985.00000000000) = 0.41636266505
f(1986.00000000000) = 1.36223772453
f(1987.00000000000) = 1.05567770236
f(1988.00000000000) = -0.22146753085
f(1989.00000000000) = -1.29499653755
f(1990.00000000000) = -1.17791169981
f(1991.00000000000) = 0.02213972252
f(1992.00000000000) = 1.20183598606
f(1993.00000000000) = 1.27656978657
f(1994.00000000000) = 0.17763121251
f(1995.00000000000) = -1.08462067915
f(1996.00000000000) = -1.34967732038
f(1997.00000000000) = -0.37384685761
f(1998.00000000000) = 0.94569668196
f(1999.00000000000) = 1.39577105344
f(2000.00000000000) = 0.56257995532
f(2001.00000000000) = -0.78784455926
f(2002.00000000000) = -1.41392841938
f(2003.00000000000) = -0.74005301139
f(2004.00000000000) = 0.61422372234
f(2005.00000000000) = 1.40378599839
f(2006.00000000000) = 0.90271390141
f(2007.00000000000) = -0.42830919345
f(2008.00000000000) = -1.36554679110
f(2009.00000000000) = -1.04730696656
f(2010.00000000000) = 0.23382205314
f(2011.00000000000) = 1.29997615550
f(2012.00000000000) = 1.17093817564
f(2013.00000000000) = -0.03465496284
f(2014.00000000000) = -1.20838648831
f(2015.00000000000) = -1.27113304919
f(2016.00000000000) = -0.16520574677
f(2017.00000000000) = 1.09261095734
f(2018.00000000000) = 1.34588618611
f(2019.00000000000) = 0.36175986224
f(2020.00000000000) = -0.95496681063
f(2021.00000000000) = -1.39370140186
f(2022.00000000000) = -0.55107335160
f(2023.00000000000) = 0.79820899671
f(2024.00000000000) = 1.41362167458
f(2025.00000000000) = 0.72935710409
f(2026.00000000000) = -0.62547502430
f(2027.00000000000) = -1.40524829987
f(2028.00000000000) = -0.89304276918
f(2029.00000000000) = 0.44022216502
f(2030.00000000000) = 1.36874887089
f(2031.00000000000) = 1.03885417717
f(2032.00000000000) = -0.24615825612
f(2033.00000000000) = -1.30485392395
f(2034.00000000000) = -1.16387291174
f(2035.00000000000) = 0.04716748804
f(2036.00000000000) = 1.21484231685
f(2037.00000000000) = 1.26559672207
f(2038.00000000000) = 0.15276733762
f(2039.00000000000) = -1.10051563252
f(2040.00000000000) = -1.34198960541
f(2041.00000000000) = -0.34964452399
f(2042.00000000000) = 0.96416212032
f(2043.00000000000) = 1.39152255766
f(2044.00000000000) = 0.53952357283
f(2045.00000000000) = -0.80851089672
f(2046.00000000000) = -1.41320417647
f(2047.00000000000) = -0.71860405369
f(2048.00000000000) = 0.63667732203
f(2049.00000000000) = 1.40660050407
f(2050.00000000000) = 0.88330166954
f(2051.00000000000) = -0.45210064642
f(2052.00000000000) = -1.37184371302
f(2053.00000000000) = -1.03031999646
f(2054.00000000000) = 0.25847517329
f(2055.00000000000) = 1.30962946073
f(2056.00000000000) = 1.15671646165
f(2057.00000000000) = -0.05967631781
f(2058.00000000000) = -1.22120296588
f(2059.00000000000) = -1.25996123899
f(2060.00000000000) = -0.14031695958
f(2061.00000000000) = 1.10833408536
f(2062.00000000000) = 1.33798788356
f(2063.00000000000) = 0.33750179207
f(2064.00000000000) = -0.97328189059
f(2065.00000000000) = -1.38923469156
f(2066.00000000000) = -0.52793152389
f(2067.00000000000) = 0.81874945216
f(2068.00000000000) = 1.41267595775
f(2069.00000000000) = 0.70779470268
f(2070.00000000000) = -0.64782973787
f(2071.00000000000) = -1.40784250504
f(2072.00000000000) = -0.87349136567
f(2073.00000000000) = 0.46394370698
f(2074.00000000000) = 1.37483107503
f(2075.00000000000) = 1.02170509305
f(2076.00000000000) = -0.27077183964
f(2077.00000000000) = -1.31430239170
f(2078.00000000000) = -1.14946938604
f(2079.00000000000) = 0.07218047209
f(2080.00000000000) = 1.22746793706
f(2081.00000000000) = 1.25422704145
f(2082.00000000000) = 0.12785558810
f(2083.00000000000) = -1.11606570332
f(2084.00000000000) = -1.33388133410
f(2085.00000000000) = -0.32533261782
f(2086.00000000000) = 0.98232540694
f(2087.00000000000) = 1.38683798278
f(2088.00000000000) = 0.51629811299
f(2089.00000000000) = -0.82892386085
f(2090.00000000000) = -1.41203705981
f(2091.00000000000) = -0.69692989792
f(2092.00000000000) = 0.65893139806
f(2093.00000000000) = 1.40897420548
f(2094.00000000000) = 0.86361262620
f(2095.00000000000) = -0.47575041886
f(2096.00000000000) = -1.37771072285
f(2097.00000000000) = -1.01301014189
f(2098.00000000000) = 0.28304729178
f(2099.00000000000) = 1.31887235074
f(2100.00000000000) = 1.14213225271
f(2101.00000000000) = -0.08467897124
f(2102.00000000000) = -1.23363673955
f(2103.00000000000) = -1.24839457873
f(2104.00000000000) = -0.11538419948
f(2105.00000000000) = 1.12370988064
f(2106.00000000000) = 1.32967027876
f(2107.00000000000) = 0.31313795467
f(2108.00000000000) = -0.99129196083
f(2109.00000000000) = -1.38433261912
f(2110.00000000000) = -0.50462425157
f(2111.00000000000) = 0.83903332568
f(2112.00000000000) = 1.41128753270
f(2113.00000000000) = 0.68601049065
f(2114.00000000000) = -0.66998143281
f(2115.00000000000) = -1.40999551672
f(2116.00000000000) = -0.85366622508
f(2117.00000000000) = 0.48751985701
f(2118.00000000000) = 1.38048243088
f(2119.00000000000) = 1.00423582422
f(2120.00000000000) = -0.29530056796
f(2121.00000000000) = -1.32333897981
f(2122.00000000000) = -1.13470563651
f(2123.00000000000) = 0.09717083603
f(2124.00000000000) = 1.23970889005
f(2125.00000000000) = 1.24246430777
f(2126.00000000000) = 0.10290377084
f(2127.00000000000) = -1.13126601843
f(2128.00000000000) = -1.32535504746
f(2129.00000000000) = -0.30091875804
f(2130.00000000000) = 1.00018084976
f(2131.00000000000) = 1.38171879687
f(2132.00000000000) = 0.49291085425
f(2133.00000000000) = -0.84907705459
f(2134.00000000000) = -1.41042743516
f(2135.00000000000) = -0.67503733636
f(2136.00000000000) = 0.68097897639
f(2137.00000000000) = 1.41090635874
f(2138.00000000000) = 0.84365294160
f(2139.00000000000) = -0.49925109935
f(2140.00000000000) = -1.38314598197
f(2141.00000000000) = -0.99538282747
f(2142.00000000000) = 0.30753070816
f(2143.00000000000) = 1.32770192896
f(2144.00000000000) = 1.12719011929
f(2145.00000000000) = -0.10965508775
f(2146.00000000000) = -1.24568391281
f(2147.00000000000) = -1.23643669320
f(2148.00000000000) = -0.09041527998
f(2149.00000000000) = 1.13873352468
f(2150.00000000000) = 1.32093597829
f(2151.00000000000) = 0.28867598526
f(2152.00000000000) = -1.00899137732
f(2153.00000000000) = -1.37899672079
f(2154.00000000000) = -0.48115883874
f(2155.00000000000) = 0.85905426067
f(2156.00000000000) = 1.40945683455
f(2157.00000000000) = 0.66401129479
f(2158.00000000000) = -0.69192316716
f(2159.00000000000) = -1.41170666019
f(2160.00000000000) = -0.83357356026
f(2161.00000000000) = 0.51094322675
f(2162.00000000000) = 1.38570116742
f(2163.00000000000) = 0.98645184526
f(2164.00000000000) = -0.31973675418
f(2165.00000000000) = -1.33196085637
f(2166.00000000000) = -1.11958628986
f(2167.00000000000) = 0.12213074831
f(2168.00000000000) = 1.25156133972
f(2169.00000000000) = 1.23031220726
f(2170.00000000000) = 0.07791970532
f(2171.00000000000) = -1.14611181434
f(2172.00000000000) = -1.31641341747
f(2173.00000000000) = -0.27641059552
f(2174.00000000000) = 1.01772285321
f(2175.00000000000) = 1.37616660417
f(2176.00000000000) = 0.46936912578
f(2177.00000000000) = -0.86896416225
f(2178.00000000000) = -1.40837580694
f(2179.00000000000) = -0.65293322978
f(2180.00000000000) = 0.70281314768
f(2181.00000000000) = 1.41239635836
f(2182.00000000000) = 0.82342887076
f(2183.00000000000) = -0.52259532318
f(2184.00000000000) = -1.38814778706
f(2185.00000000000) = -0.97744357729
f(2186.00000000000) = 0.33191774973
f(2187.00000000000) = 1.33611542836
f(2188.00000000000) = 1.11189474397
f(2189.00000000000) = -0.13459684026
f(2190.00000000000) = -1.25734071028
f(2191.00000000000) = -1.22409132979
f(2192.00000000000) = -0.06541802588
f(2193.00000000000) = 1.15340030934
f(2194.00000000000) = 1.31178771933
f(2195.00000000000) = 0.26412354979
f(2196.00000000000) = -1.02637459336
f(2197.00000000000) = -1.37322866874
f(2198.00000000000) = -0.45754263905
f(2199.00000000000) = 0.87880598292
f(2200.00000000000) = 1.40718443701
f(2201.00000000000) = 0.64180400928
f(2202.00000000000) = -0.71364806475
f(2203.00000000000) = -1.41297539921
f(2204.00000000000) = -0.81321966790
f(2205.00000000000) = 0.53420647572
f(2206.00000000000) = 1.39048564918
f(2207.00000000000) = 0.96835872934
f(2208.00000000000) = -0.34407274044
f(2209.00000000000) = -1.34016531943
f(2210.00000000000) = -1.10411608423
f(2211.00000000000) = 0.14705238692
f(2212.00000000000) = 1.26302157170
f(2213.00000000000) = 1.21777454818
f(2214.00000000000) = 0.05291122112
f(2215.00000000000) = -1.16059843863
f(2216.00000000000) = -1.30705924628
f(2217.00000000000) = -0.25181581071
f(2218.00000000000) = 1.03494591992
f(2219.00000000000) = 1.37018314467
f(2220.00000000000) = 0.44568030513
f(2221.00000000000) = -0.88857895158
f(2222.00000000000) = -1.40588281810
f(2223.00000000000) = -0.63062450522
f(2224.00000000000) = 0.72442706949
f(2225.00000000000) = 1.41344373738
f(2226.00000000000) = 0.80294675155
f(2227.00000000000) = -0.54577577467
f(2228.00000000000) = -1.39271457063
f(2229.00000000000) = -0.95919801319
f(2230.00000000000) = 0.35620077401
f(2231.00000000000) = 1.34411021229
f(2232.00000000000) = 1.09625092007
f(2233.00000000000) = -0.15949641244
f(2234.00000000000) = -1.26860347891
f(2235.00000000000) = -1.21136235734
f(2236.00000000000) = -0.04040027091
f(2237.00000000000) = 1.16770563828
f(2238.00000000000) = 1.30222836878
f(2239.00000000000) = 0.23948834256
f(2240.00000000000) = -1.04343616135
f(2241.00000000000) = -1.36703027057
f(2242.00000000000) = -0.43378305341
f(2243.00000000000) = 0.89828230256
f(2244.00000000000) = 1.40447105220
f(2245.00000000000) = 0.61939559350
f(2246.00000000000) = -0.73514931738
f(2247.00000000000) = -1.41380133617
f(2248.00000000000) = -0.79261092657
f(2249.00000000000) = 0.55730231361
f(2250.00000000000) = 1.39483437679
f(2251.00000000000) = 0.94996214655
f(2252.00000000000) = -0.36830090025
f(2253.00000000000) = -1.34794979787
f(2254.00000000000) = -1.08829986771
f(2255.00000000000) = 0.17192794186
f(2256.00000000000) = 1.27408599458
f(2257.00000000000) = 1.20485525963
f(2258.00000000000) = 0.02788615545
f(2259.00000000000) = -1.17472135144
f(2260.00000000000) = -1.29729546532
f(2261.00000000000) = -0.22714211117
f(2262.00000000000) = 1.05184465247
f(2263.00000000000) = 1.36377029346
f(2264.00000000000) = 0.42185181599
f(2265.00000000000) = -0.90791527563
f(2266.00000000000) = -1.40294924991
f(2267.00000000000) = -0.60811815385
f(2268.00000000000) = 0.74581396838
f(2269.00000000000) = 1.41404816758
f(2270.00000000000) = 0.78221300272
f(2271.00000000000) = -0.56878518947
f(2272.00000000000) = -1.39684490155
f(2273.00000000000) = -0.94065185303
f(2274.00000000000) = 0.38037217114
