Test case...
f(3067.00000000000) = 1.41392584552
f(3068.00000000000) = 0.73994402540
f(3069.00000000000) = -0.61433891924
f(3070.00000000000) = -1.40380149470
f(3071.00000000000) = -0.90261544989
f(3072.00000000000) = 0.42843107692
f(3073.00000000000) = 1.36558004743
f(3074.00000000000) = 1.04722102002
f(3075.00000000000) = -0.23394818368
f(3076.00000000000) = -1.30002650622
f(3077.00000000000) = -1.17086645432
f(3078.00000000000) = 0.03478281596
f(3079.00000000000) = 1.20845292565
f(3080.00000000000) = 1.27107698856
f(3081.00000000000) = 0.16507873007
f(3082.00000000000) = -1.09269215155
f(3083.00000000000) = -1.34584690825
f(3084.00000000000) = -0.36163622419
f(3085.00000000000) = 0.95506113662
f(3086.00000000000) = 1.39367969291
f(3087.00000000000) = 0.55095556682
f(3088.00000000000) = -0.79831456654
f(3089.00000000000) = -1.41361796904
f(3090.00000000000) = -0.72924753004
f(3091.00000000000) = 0.62558972498
f(3092.00000000000) = 1.40526267191
f(3093.00000000000) = 0.89294359898
f(3094.00000000000) = -0.44034370083
f(3095.00000000000) = -1.36878103285
f(3096.00000000000) = -1.03876739572
f(3097.00000000000) = 0.24628419451
f(3098.00000000000) = 1.30490323210
f(3099.00000000000) = 1.16380025597
f(3100.00000000000) = -0.04729530836
f(3101.00000000000) = -1.21490778430
f(3102.00000000000) = -1.26553964619
f(3103.00000000000) = -0.15264019371
f(3104.00000000000) = 1.10059594893
f(3105.00000000000) = 1.34194925178
f(3106.00000000000) = 0.34952060126
f(3107.00000000000) = -0.96425567817
f(3108.00000000000) = -1.39149973398
f(3109.00000000000) = -0.53940535160
f(3110.00000000000) = 0.80861582344
f(3111.00000000000) = 1.41319933954
f(3112.00000000000) = 0.71849390016
f(3113.00000000000) = -0.63679151752
f(3114.00000000000) = -1.40661375071
f(3115.00000000000) = -0.88320178843
f(3116.00000000000) = 0.45222182504
f(3117.00000000000) = 1.37187477809
f(3118.00000000000) = 1.03023238689
f(3119.00000000000) = -0.25860090965
f(3120.00000000000) = -1.30967772246
f(3121.00000000000) = -1.15664287713
f(3122.00000000000) = 0.05980409531
f(3123.00000000000) = 1.22126745832
f(3124.00000000000) = 1.25990315231
f(3125.00000000000) = 0.14018969841
f(3126.00000000000) = -1.10841351769
f(3127.00000000000) = -1.33794645734
f(3128.00000000000) = -0.33737759437
f(3129.00000000000) = 0.97337467297
f(3130.00000000000) = 1.38921075493
f(3131.00000000000) = 0.52781287548
f(3132.00000000000) = -0.81885372755
f(3133.00000000000) = -1.41266998981
f(3134.00000000000) = -0.70768397830
f(3135.00000000000) = 0.64794341921
f(3136.00000000000) = 1.40785462524
f(3137.00000000000) = 0.87339078148
f(3138.00000000000) = -0.46406451893
f(3139.00000000000) = -1.37486104077
f(3140.00000000000) = -1.02161666223
f(3141.00000000000) = 0.27089736414
f(3142.00000000000) = 1.31434960323
f(3143.00000000000) = 1.14939487854
f(3144.00000000000) = -0.07230819677
f(3145.00000000000) = -1.22753144944
f(3146.00000000000) = -1.25416794854
f(3147.00000000000) = -0.12772821965
f(3148.00000000000) = 1.11614424534
f(3149.00000000000) = 1.33383883853
f(3150.00000000000) = 0.32520815489
f(3151.00000000000) = -0.98241740658
f(3152.00000000000) = -1.38681293509
f(3153.00000000000) = -0.51617904669
f(3154.00000000000) = 0.82902747675
f(3155.00000000000) = 1.41202996133
f(3156.00000000000) = 0.69681861136
f(3157.00000000000) = -0.65904455634
f(3158.00000000000) = -1.40898519829
f(3159.00000000000) = -0.86351134680
f(3160.00000000000) = 0.47587085465
f(3161.00000000000) = 1.37773958692
f(3162.00000000000) = 1.01292089675
f(3163.00000000000) = -0.28317259457
f(3164.00000000000) = -1.31891850836
f(3165.00000000000) = -1.14205682807
f(3166.00000000000) = 0.08480663309
f(3167.00000000000) = 1.23369926689
f(3168.00000000000) = 1.24833448421
f(3169.00000000000) = 0.11525673374
f(3170.00000000000) = -1.12378752620
f(3171.00000000000) = -1.32962671716
f(3172.00000000000) = -0.31301323625
f(3173.00000000000) = 0.99138317053
f(3174.00000000000) = 1.38430646232
f(3175.00000000000) = 0.50450477671
f(3176.00000000000) = -0.83913627397
f(3177.00000000000) = -1.41127930424
f(3178.00000000000) = -0.68589865064
f(3179.00000000000) = 0.67009405917
f(3180.00000000000) = 1.41000538128
f(3181.00000000000) = 0.85356425841
f(3182.00000000000) = -0.48763990723
f(3183.00000000000) = -1.38051019102
f(3184.00000000000) = -1.00414577174
f(3185.00000000000) = 0.29542563922
f(3186.00000000000) = 1.32338407991
f(3187.00000000000) = 1.13462930063
f(3188.00000000000) = -0.09729842504
f(3189.00000000000) = -1.23977042744
f(3190.00000000000) = -1.24240321635
f(3191.00000000000) = -0.10277621778
f(3192.00000000000) = 1.13134276144
f(3193.00000000000) = 1.32531042325
f(3194.00000000000) = 0.30079379390
f(3195.00000000000) = -1.00027126238
f(3196.00000000000) = -1.38169153301
f(3197.00000000000) = -0.49279098019
f(3198.00000000000) = 0.84917932719
f(3199.00000000000) = 1.41041807735
f(3200.00000000000) = 0.67492495167
f(3201.00000000000) = -0.68109106200
f(3202.00000000000) = -1.41091509428
f(3203.00000000000) = -0.84355029564
f(3204.00000000000) = 0.49937075457
f(3205.00000000000) = 1.38317263600
f(3206.00000000000) = 0.99529197472
f(3207.00000000000) = -0.30765553810
f(3208.00000000000) = -1.32774596801
f(3209.00000000000) = -1.12711287815
f(3210.00000000000) = 0.10978259394
f(3211.00000000000) = 1.24574445545
f(3212.00000000000) = 1.23637460966
f(3213.00000000000) = 0.09028764959
f(3214.00000000000) = -1.13880935913
f(3215.00000000000) = -1.32089029496
f(3216.00000000000) = -0.28855078520
f(3217.00000000000) = 1.00908098576
f(3218.00000000000) = 1.37896835202
f(3219.00000000000) = 0.48103857487
f(3220.00000000000) = -0.85915584959
f(3221.00000000000) = -1.40944634814
f(3222.00000000000) = -0.66389837421
f(3223.00000000000) = 0.69203470325
f(3224.00000000000) = 1.41171426601
f(3225.00000000000) = 0.83347024306
f(3226.00000000000) = -0.51106247762
f(3227.00000000000) = -1.38572671326
f(3228.00000000000) = -0.98636019934
f(3229.00000000000) = 0.31986133302
f(3230.00000000000) = 1.33200383092
f(3231.00000000000) = 1.11950814952
f(3232.00000000000) = -0.12225816167
f(3233.00000000000) = -1.25162088284
f(3234.00000000000) = -1.23024913647
f(3235.00000000000) = -0.07779200762
f(3236.00000000000) = 1.14618673429
f(3237.00000000000) = 1.31636667860
f(3238.00000000000) = 0.27628516934
f(3239.00000000000) = -1.01781165045
f(3240.00000000000) = -1.37613713270
f(3241.00000000000) = -0.46924848152
f(3242.00000000000) = 0.86906505952
f(3243.00000000000) = 1.40836419274
f(3244.00000000000) = 0.65281978216
f(3245.00000000000) = -0.70292412550
f(3246.00000000000) = -1.41240283388
f(3247.00000000000) = -0.82332489042
f(3248.00000000000) = 0.52271416034
f(3249.00000000000) = 1.38817222270
f(3250.00000000000) = 0.97735114539
f(3251.00000000000) = -0.33204206770
f(3252.00000000000) = -1.33615733504
f(3253.00000000000) = -1.11181571055
f(3254.00000000000) = 0.13472415082
f(3255.00000000000) = 1.25739924924
f(3256.00000000000) = 1.22402727670
f(3257.00000000000) = 0.06529027086
f(3258.00000000000) = -1.15347430891
f(3259.00000000000) = -1.31173992858
f(3260.00000000000) = -0.26399790732
f(3261.00000000000) = 1.02646257245
f(3262.00000000000) = 1.37319809688
f(3263.00000000000) = 0.45742162387
f(3264.00000000000) = -0.87890618062
f(3265.00000000000) = -1.40717169593
f(3266.00000000000) = -0.64169004350
f(3267.00000000000) = 0.71375847561
f(3268.00000000000) = 1.41298074392
f(3269.00000000000) = 0.81311503256
f(3270.00000000000) = -0.53432488986
f(3271.00000000000) = -1.39050897271
f(3272.00000000000) = -0.96826551871
f(3273.00000000000) = 0.34419678781
f(3274.00000000000) = 1.34020615496
f(3275.00000000000) = 1.10403616392
f(3276.00000000000) = -0.14717958471
f(3277.00000000000) = -1.26307910191
f(3278.00000000000) = -1.21770951780
f(3279.00000000000) = -0.05278341878
f(3280.00000000000) = 1.16067151204
f(3281.00000000000) = 1.30701040740
f(3282.00000000000) = 0.25168996179
f(3283.00000000000) = -1.03503307397
f(3284.00000000000) = -1.37015147482
f(3285.00000000000) = -0.44555892850
f(3286.00000000000) = 0.88867844188
f(3287.00000000000) = 1.40586895115
f(3288.00000000000) = 0.63051003022
f(3289.00000000000) = -0.72453690474
f(3290.00000000000) = -1.41344795086
f(3291.00000000000) = -0.80284146941
f(3292.00000000000) = 0.54589375652
f(3293.00000000000) = 1.39273678023
f(3294.00000000000) = 0.95910403112
f(3295.00000000000) = -0.35632454106
f(3296.00000000000) = -1.34414997347
f(3297.00000000000) = -1.09617011913
f(3298.00000000000) = 0.15962348748
f(3299.00000000000) = 1.26865999585
f(3300.00000000000) = 1.21129635476
f(3301.00000000000) = 0.04027243128
f(3302.00000000000) = -1.16777777979
f(3303.00000000000) = -1.30217848560
f(3304.00000000000) = -0.23936229706
f(3305.00000000000) = 1.04352248353
f(3306.00000000000) = 1.36699750521
f(3307.00000000000) = 0.43366132483
f(3308.00000000000) = -0.89838107766
f(3309.00000000000) = -1.40445606045
f(3310.00000000000) = -0.61928061824
f(3311.00000000000) = 0.73525856842
f(3312.00000000000) = 1.41380441810
f(3313.00000000000) = 0.79250500587
f(3314.00000000000) = -0.55741985393
f(3315.00000000000) = -1.39485547070
f(3316.00000000000) = -0.94986740041
f(3317.00000000000) = 0.36842437728
f(3318.00000000000) = 1.34798848157
f(3319.00000000000) = 1.08821819248
f(3320.00000000000) = -0.17205488421
f(3321.00000000000) = -1.27414149382
f(3322.00000000000) = -1.20478829002
f(3323.00000000000) = -0.02775828854
f(3324.00000000000) = 1.17479255541
f(3325.00000000000) = 1.29724454175
f(3326.00000000000) = 0.22701587896
f(3327.00000000000) = -1.05193013601
f(3328.00000000000) = -1.36373643516
f(3329.00000000000) = -0.42172974501
f(3330.00000000000) = 0.90801332779
f(3331.00000000000) = 1.40293313454
f(3332.00000000000) = 0.60800268735
f(3333.00000000000) = -0.74592262664
f(3334.00000000000) = -1.41405011770
f(3335.00000000000) = -0.78210645177
f(3336.00000000000) = 0.56890227905
f(3337.00000000000) = 1.39686487814
f(3338.00000000000) = 0.94055635024
f(3339.00000000000) = -0.38049534847
f(3340.00000000000) = -1.35172137854
f(3341.00000000000) = -1.08018100696
f(3342.00000000000) = 0.18447280091
f(3343.00000000000) = 1.27952316636
f(3344.00000000000) = 1.19818583349
f(3345.00000000000) = 0.01524197102
f(3346.00000000000) = -1.18171528931
f(3347.00000000000) = -1.29220896241
f(3348.00000000000) = -0.21465167480
f(3349.00000000000) = 1.06025537271
f(3350.00000000000) = 1.36036852016
f(3351.00000000000) = 0.40976512384
f(3352.00000000000) = -0.91757443761
f(3353.00000000000) = -1.40130029273
f(3354.00000000000) = -0.59667712114
f(3355.00000000000) = 0.75652824391
f(3356.00000000000) = 1.41418503042
f(3357.00000000000) = 0.77164662181
f(3358.00000000000) = -0.58034013226
f(3359.00000000000) = -1.39876484511
f(3360.00000000000) = -0.93117161010
f(3361.00000000000) = 0.39253650892
f(3362.00000000000) = 1.35534837191
f(3363.00000000000) = 1.07205919228
f(3364.00000000000) = -0.19687626468
f(3365.00000000000) = -1.28480459183
f(3366.00000000000) = -1.19148950243
f(3367.00000000000) = -0.00272445933
f(3368.00000000000) = 1.18854543911
f(3369.00000000000) = 1.28707214210
f(3370.00000000000) = 0.20227065327
f(3371.00000000000) = -1.06849754135
f(3372.00000000000) = -1.35689402409
f(3373.00000000000) = -0.39776839871
f(3374.00000000000) = 0.92706365803
f(3375.00000000000) = 1.39955766296
f(3376.00000000000) = 0.58530480695
f(3377.00000000000) = -0.76707458930
f(3378.00000000000) = -1.41420914569
f(3379.00000000000) = -0.76112633549
f(3380.00000000000) = 0.59173251744
f(3381.00000000000) = 1.40055522275
f(3382.00000000000) = 0.92171391526
f(3383.00000000000) = -0.40454691522
f(3384.00000000000) = -1.35886917751
f(3385.00000000000) = -1.06385338474
f(3386.00000000000) = 0.20926430375
f(3387.00000000000) = 1.28998535644
f(3388.00000000000) = 1.18469982150
f(3389.00000000000) = -0.00979326581
f(3390.00000000000) = -1.19528246970
f(3391.00000000000) = -1.28183448327
f(3392.00000000000) = -0.18987378441
f(3393.00000000000) = 1.07665599619
f(3394.00000000000) = 1.35331321915
f(3395.00000000000) = 0.38574050954
f(3396.00000000000) = -0.93648024560
f(3397.00000000000) = -1.39770538174
f(3398.00000000000) = -0.57388663576
f(3399.00000000000) = 0.77756083653
f(3400.00000000000) = 1.41412246161
f(3401.00000000000) = 0.75054641705
f(3402.00000000000) = -0.60307854203
f(3403.00000000000) = -1.40223587080
f(3404.00000000000) = -0.91218400671
f(3405.00000000000) = 0.41652562640
f(3406.00000000000) = 1.36228351951
f(3407.00000000000) = 1.05556422727
f(3408.00000000000) = -0.22163594754
f(3409.00000000000) = -1.29506505430
f(3410.00000000000) = -1.17781732264
f(3411.00000000000) = 0.02231022368
f(3412.00000000000) = 1.20192585323
f(3413.00000000000) = 1.27649639629
f(3414.00000000000) = 0.17746203947
f(3415.00000000000) = -1.08473009804
f(3416.00000000000) = -1.34962638589
f(3417.00000000000) = -0.37368239868
f(3418.00000000000) = 0.94582346256
f(3419.00000000000) = 1.39574359421
f(3420.00000000000) = 0.56242350215
f(3421.00000000000) = -0.78798616404
f(3422.00000000000) = -1.41392498499
f(3423.00000000000) = -0.73990769539
f(3424.00000000000) = 0.61437731709
f(3425.00000000000) = 1.40380665759
f(3426.00000000000) = 0.90258263108
f(3427.00000000000) = -0.42847170397
f(3428.00000000000) = -1.36559113039
f(3429.00000000000) = -1.04719236928
f(3430.00000000000) = 0.23399022677
f(3431.00000000000) = 1.30004328743
f(3432.00000000000) = 1.17084254508
f(3433.00000000000) = -0.03482543360
f(3434.00000000000) = -1.20847506923
f(3435.00000000000) = -1.27105829938
f(3436.00000000000) = -0.16503639087
f(3437.00000000000) = 1.09271921431
f(3438.00000000000) = 1.34583381318
f(3439.00000000000) = 0.36159501084
f(3440.00000000000) = -0.95509257688
f(3441.00000000000) = -1.39367245406
f(3442.00000000000) = -0.55091630422
f(3443.00000000000) = 0.79834975503
f(3444.00000000000) = 1.41361673129
f(3445.00000000000) = 0.72921100403
f(3446.00000000000) = -0.62562795741
f(3447.00000000000) = -1.40526746003
f(3448.00000000000) = -0.89291054063
f(3449.00000000000) = 0.44038421196
f(3450.00000000000) = 1.36879175101
f(3451.00000000000) = 1.03873846668
f(3452.00000000000) = -0.24632617352
f(3453.00000000000) = -1.30491966579
f(3454.00000000000) = -1.16377603527
f(3455.00000000000) = 0.04733791504
f(3456.00000000000) = 1.21492960458
f(3457.00000000000) = 1.26552061860
f(3458.00000000000) = 0.15259781213
f(3459.00000000000) = -1.10062271907
f(3460.00000000000) = -1.34193579814
f(3461.00000000000) = -0.34947929305
f(3462.00000000000) = 0.96428686236
f(3463.00000000000) = 1.39149212355
f(3464.00000000000) = 0.53936594354
f(3465.00000000000) = -0.80865079755
f(3466.00000000000) = -1.41319772466
f(3467.00000000000) = -0.71845718101
f(3468.00000000000) = 0.63682958152
f(3469.00000000000) = 1.40661816369
f(3470.00000000000) = 0.88316849312
f(3471.00000000000) = -0.45226221709
f(3472.00000000000) = -1.37188513062
f(3473.00000000000) = -1.03020318183
f(3474.00000000000) = 0.25864282131
f(3475.00000000000) = 1.30969380733
f(3476.00000000000) = 1.15661834685
f(3477.00000000000) = -0.05984668770
f(3478.00000000000) = -1.22128895358
f(3479.00000000000) = -1.25988378780
f(3480.00000000000) = -0.14014727777
f(3481.00000000000) = 1.10843999312
f(3482.00000000000) = 1.33793264617
f(3483.00000000000) = 0.33733619452
f(3484.00000000000) = -0.97340559866
f(3485.00000000000) = -1.38920277353
f(3486.00000000000) = -0.52777332505
f(3487.00000000000) = 0.81888848453
f(3488.00000000000) = 1.41266799793
f(3489.00000000000) = 0.70764706888
f(3490.00000000000) = -0.64798131181
f(3491.00000000000) = -1.40785866274
f(3492.00000000000) = -0.87335725182
f(3493.00000000000) = 0.46410478873
f(3494.00000000000) = 1.37487102685
f(3495.00000000000) = 1.02158718343
f(3496.00000000000) = -0.27093920515
f(3497.00000000000) = -1.31436533801
f(3498.00000000000) = -1.14937004062
f(3499.00000000000) = 0.07235077153
f(3500.00000000000) = 1.22755261800
f(3501.00000000000) = 1.25414824862
f(3502.00000000000) = 0.12768576327
f(3503.00000000000) = -1.11617042398
f(3504.00000000000) = -1.33382467091
f(3505.00000000000) = -0.32516666665
f(3506.00000000000) = 0.98244807135
f(3507.00000000000) = 1.38680458334
f(3508.00000000000) = 0.51613935698
f(3509.00000000000) = -0.82906201388
f(3510.00000000000) = -1.41202759260
f(3511.00000000000) = -0.69678151458
f(3512.00000000000) = 0.65908227457
f(3513.00000000000) = 1.40898885999
f(3514.00000000000) = 0.86347758543
f(3515.00000000000) = -0.47591099905
f(3516.00000000000) = -1.37774920578
f(3517.00000000000) = -1.01289114653
f(3518.00000000000) = 0.28321436165
f(3519.00000000000) = 1.31893389184
f(3520.00000000000) = 1.14203168444
f(3521.00000000000) = -0.08484918688
f(3522.00000000000) = -1.23372010709
f(3523.00000000000) = -1.24831445043
f(3524.00000000000) = -0.11521424494
f(3525.00000000000) = 1.12381340601
f(3526.00000000000) = 1.32961219421
f(3527.00000000000) = 0.31297166287
f(3528.00000000000) = -0.99141357196
f(3529.00000000000) = -1.38429774087
f(3530.00000000000) = -0.50446495084
f(3531.00000000000) = 0.83917058854
f(3532.00000000000) = 1.41127655885
f(3533.00000000000) = 0.68586136939
f(3534.00000000000) = -0.67013160007
f(3535.00000000000) = -1.41000866690
f(3536.00000000000) = -0.85353026797
f(3537.00000000000) = 0.48767992308
f(3538.00000000000) = 1.38051944190
f(3539.00000000000) = 1.00411575243
f(3540.00000000000) = -0.29546732911
f(3541.00000000000) = -1.32339911088
f(3542.00000000000) = -1.13460385327
f(3543.00000000000) = 0.09734095454
f(3544.00000000000) = 1.23979093766
f(3545.00000000000) = 1.24238285028
f(3546.00000000000) = 0.10273369990
f(3547.00000000000) = -1.13136834039
f(3548.00000000000) = -1.32529554610
f(3549.00000000000) = -0.30075213864
f(3550.00000000000) = 1.00030139809
f(3551.00000000000) = 1.38168244255
f(3552.00000000000) = 0.49275102128
f(3553.00000000000) = -0.84921341652
f(3554.00000000000) = -1.41041495551
f(3555.00000000000) = -0.67488748887
f(3556.00000000000) = 0.68112842264
f(3557.00000000000) = 1.41091800356
f(3558.00000000000) = 0.84351607879
f(3559.00000000000) = -0.49941063874
f(3560.00000000000) = -1.38318151817
f(3561.00000000000) = -0.99526168866
f(3562.00000000000) = 0.30769714752
f(3563.00000000000) = 1.32776064528
f(3564.00000000000) = 1.12708712906
f(3565.00000000000) = -0.10982509580
f(3566.00000000000) = -1.24576463406
f(3567.00000000000) = -1.23635391290
f(3568.00000000000) = -0.09024510596
f(3569.00000000000) = 1.13883463521
f(3570.00000000000) = 1.32087506478
f(3571.00000000000) = 0.28850905132
f(3572.00000000000) = -1.00911085340
f(3573.00000000000) = -1.37895889325
f(3574.00000000000) = -0.48099848604
f(3575.00000000000) = 0.85918971100
f(3576.00000000000) = 1.40944285010
f(3577.00000000000) = 0.66386073280
f(3578.00000000000) = -0.69207188069
f(3579.00000000000) = -1.41171679872
f(3580.00000000000) = -0.83343580248
f(3581.00000000000) = 0.51110222698
f(3582.00000000000) = 1.38573522602
f(3583.00000000000) = 0.98632964891
f(3584.00000000000) = -0.31990285872
f(3585.00000000000) = -1.33201815335
f(3586.00000000000) = -1.11948210070
f(3587.00000000000) = 0.12230063257
f(3588.00000000000) = 1.25164072828
f(3589.00000000000) = 1.23022811064
f(3590.00000000000) = 0.07774944157
f(3591.00000000000) = -1.14621170552
f(3592.00000000000) = -1.31635109658
f(3593.00000000000) = -0.27624336011
f(3594.00000000000) = 1.01784124769
f(3595.00000000000) = 1.37612730638
f(3596.00000000000) = 0.46920826592
f(3597.00000000000) = -0.86909869036
f(3598.00000000000) = -1.40836031878
f(3599.00000000000) = -0.65278196510
f(3600.00000000000) = 0.70296111683
f(3601.00000000000) = 1.41240498982
f(3602.00000000000) = 0.82329022880
f(3603.00000000000) = -0.52275377178
f(3604.00000000000) = -1.38818036539
f(3605.00000000000) = -0.97732033298
f(3606.00000000000) = 0.33208350642
f(3607.00000000000) = 1.33617130150
f(3608.00000000000) = 1.11178936405
f(3609.00000000000) = -0.13476658743
f(3610.00000000000) = -1.25741875994
f(3611.00000000000) = -1.22400592344
f(3612.00000000000) = -0.06524768573
f(3613.00000000000) = 1.15349897334
f(3614.00000000000) = 1.31172399595
f(3615.00000000000) = 0.26395602601
f(3616.00000000000) = -1.02649189695
f(3617.00000000000) = -1.37318790376
f(3618.00000000000) = -0.45738128464
f(3619.00000000000) = 0.87893957826
f(3620.00000000000) = 1.40716744635
f(3621.00000000000) = 0.64165205375
f(3622.00000000000) = -0.71379527794
f(3623.00000000000) = -1.41298252292
f(3624.00000000000) = -0.81308015263
f(3625.00000000000) = 0.53436436028
f(3626.00000000000) = 1.39051674469
f(3627.00000000000) = 0.96823444674
f(3628.00000000000) = -0.34423813631
f(3629.00000000000) = -1.34021976437
f(3630.00000000000) = -1.10400952181
f(3631.00000000000) = 0.14722198370
f(3632.00000000000) = 1.26309827634
f(3633.00000000000) = 1.21768783879
f(3634.00000000000) = 0.05274081791
f(3635.00000000000) = -1.16069586773
f(3636.00000000000) = -1.30699412540
f(3637.00000000000) = -0.25164801169
f(3638.00000000000) = 1.03506212344
f(3639.00000000000) = 1.37014091571
f(3640.00000000000) = 0.44551846881
f(3641.00000000000) = -0.88871160370
f(3642.00000000000) = -1.40586432627
f(3643.00000000000) = -0.63047187074
f(3644.00000000000) = 0.72457351518
f(3645.00000000000) = 1.41344935279
f(3646.00000000000) = 0.80280637390
f(3647.00000000000) = -0.54593308282
f(3648.00000000000) = -1.39274418089
f(3649.00000000000) = -0.95907270202
f(3650.00000000000) = 0.35636579610
f(3651.00000000000) = 1.34416322475
f(3652.00000000000) = 1.09614318349
f(3653.00000000000) = -0.15966584554
f(3654.00000000000) = -1.26867883252
f(3655.00000000000) = -1.21127435170
f(3656.00000000000) = -0.04022981800
f(3657.00000000000) = 1.16780182484
f(3658.00000000000) = 1.30216185551
f(3659.00000000000) = 0.23932028145
f(3660.00000000000) = -1.04355125569
f(3661.00000000000) = -1.36698658094
f(3662.00000000000) = -0.43362074785
f(3663.00000000000) = 0.89841400106
f(3664.00000000000) = 1.40445106065
f(3665.00000000000) = 0.61924229203
f(3666.00000000000) = -0.73529498410
f(3667.00000000000) = -1.41380544283
f(3668.00000000000) = -0.79246969753
f(3669.00000000000) = 0.55745903303
f(3670.00000000000) = 1.39486249947
f(3671.00000000000) = 0.94983581664
f(3672.00000000000) = -0.36846553562
f(3673.00000000000) = -1.34800137369
f(3674.00000000000) = -1.08819096542
f(3675.00000000000) = 0.17209719801
f(3676.00000000000) = 1.27415999126
f(3677.00000000000) = 1.20476596463
f(3678.00000000000) = 0.02771566619
f(3679.00000000000) = -1.17481628793
f(3680.00000000000) = -1.29722756487
f(3681.00000000000) = -0.22697380114
f(3682.00000000000) = 1.05195862862
f(3683.00000000000) = 1.36372514658
f(3684.00000000000) = 0.42168905392
f(3685.00000000000) = -0.90804601020
f(3686.00000000000) = -1.40292776020
f(3687.00000000000) = -0.60796419741
f(3688.00000000000) = 0.74595884471
f(3689.00000000000) = 1.41405076517
f(3690.00000000000) = 0.78207093336
f(3691.00000000000) = -0.56894130787
f(3692.00000000000) = -1.39687153446
f(3693.00000000000) = -0.94052451427
f(3694.00000000000) = 0.38053640689
f(3695.00000000000) = 1.35173391049
f(3696.00000000000) = 1.08015349062
f(3697.00000000000) = -0.18451506714
f(3698.00000000000) = -1.27954132311
f(3699.00000000000) = -1.19816318752
f(3700.00000000000) = -0.01519934294
f(3701.00000000000) = 1.18173870744
f(3702.00000000000) = 1.29219164007
f(3703.00000000000) = 0.21460953806
f(3704.00000000000) = -1.06028358352
f(3705.00000000000) = -1.36035686816
f(3706.00000000000) = -0.40972432182
f(3707.00000000000) = 0.91760687646
f(3708.00000000000) = 1.40129454428
f(3709.00000000000) = 0.59663847049
f(3710.00000000000) = -0.75656426153
f(3711.00000000000) = -1.41418530057
f(3712.00000000000) = -0.77161089612
f(3713.00000000000) = 0.58037900776
f(3714.00000000000) = 1.39877112846
f(3715.00000000000) = 0.93113952442
f(3716.00000000000) = -0.39257746420
f(3717.00000000000) = -1.35536054270
f(3718.00000000000) = -1.07203138881
f(3719.00000000000) = 0.19691848003
f(3720.00000000000) = 1.28482240646
f(3721.00000000000) = 1.19146653766
f(3722.00000000000) = 0.00268182886
f(3723.00000000000) = -1.18856854102
f(3724.00000000000) = -1.28705447565
f(3725.00000000000) = -0.20222846092
f(3726.00000000000) = 1.06852546816
f(3727.00000000000) = 1.35688200957
f(3728.00000000000) = 0.39772748897
f(3729.00000000000) = -0.92709585078
f(3730.00000000000) = -1.39955154084
f(3731.00000000000) = -0.58526599861
f(3732.00000000000) = 0.76711040364
f(3733.00000000000) = 1.41420903850
f(3734.00000000000) = 0.76109040532
f(3735.00000000000) = -0.59177123656
f(3736.00000000000) = -1.40056113265
f(3737.00000000000) = -0.92168158239
f(3738.00000000000) = 0.40458776416
f(3739.00000000000) = 1.35888098620
f(3740.00000000000) = 1.06382529632
f(3741.00000000000) = -0.20930646491
f(3742.00000000000) = -1.29000282757
f(3743.00000000000) = -1.18467653972
f(3744.00000000000) = 0.00983589534
f(3745.00000000000) = 1.19530525358
f(3746.00000000000) = 1.28181647411
f(3747.00000000000) = 0.18983153975
f(3748.00000000000) = -1.07668363681
f(3749.00000000000) = -1.35330084306
f(3750.00000000000) = -0.38569949527
f(3751.00000000000) = 0.93651218973
f(3752.00000000000) = 1.39769888644
f(3753.00000000000) = 0.57384767278
f(3754.00000000000) = -0.77759644480
f(3755.00000000000) = -1.41412197710
f(3756.00000000000) = -0.75051028521
f(3757.00000000000) = 0.60311710174
f(3758.00000000000) = 1.40224140677
f(3759.00000000000) = 0.91215142918
f(3760.00000000000) = -0.41656636580
f(3761.00000000000) = -1.36229496516
f(3762.00000000000) = -1.05553585610
f(3763.00000000000) = 0.22167805121
f(3764.00000000000) = 1.29508218055
f(3765.00000000000) = 1.17779372567
f(3766.00000000000) = -0.02235284891
f(3767.00000000000) = -1.20194831729
f(3768.00000000000) = -1.27647804582
f(3769.00000000000) = -0.17741974580
f(3770.00000000000) = 1.08475745030
f(3771.00000000000) = 1.34961364921
f(3772.00000000000) = 0.37364128310
f(3773.00000000000) = -0.94585515555
f(3774.00000000000) = -1.39573672623
f(3775.00000000000) = -0.56238438758
f(3776.00000000000) = 0.78802156344
f(3777.00000000000) = 1.41392412318
f(3778.00000000000) = 0.73987136471
f(3779.00000000000) = -0.61441571438
f(3780.00000000000) = -1.40381181920
f(3781.00000000000) = -0.90254981145
f(3782.00000000000) = 0.42851233062
f(3783.00000000000) = 1.36560221211
f(3784.00000000000) = 1.04716371758
f(3785.00000000000) = -0.23403226965
f(3786.00000000000) = -1.30006006745
f(3787.00000000000) = -1.17081863478
f(3788.00000000000) = 0.03486805121
f(3789.00000000000) = 1.20849721171
f(3790.00000000000) = 1.27103960904
f(3791.00000000000) = 0.16499405152
f(3792.00000000000) = -1.09274627607
f(3793.00000000000) = -1.34582071689
f(3794.00000000000) = -0.36155379718
f(3795.00000000000) = 0.95512401627
f(3796.00000000000) = 1.39366521394
f(3797.00000000000) = 0.55087704113
f(3798.00000000000) = -0.79838494280
f(3799.00000000000) = -1.41361549225
f(3800.00000000000) = -0.72917447735
f(3801.00000000000) = 0.62566618926
f(3802.00000000000) = 1.40527224688
